FORCE/DISPLACEMENT CLAMP EXPERIMENT 
 12/7/2015 
 
 Experiment Name: 	 Default 
 Cantilever ID #: 	 Default 
 Sampling rate (Hz): 	 1000 
 Actuation Mode: 	 Disp. Clamp 
 
 Set Point (um) 	 Actuator Position (um) 	 Piezo Position (um) 
1.259766	0.886841	0.001587
1.275024	0.886841	0.002228
1.290283	0.880737	0.002228
1.304932	0.899658	0.001587
1.320190	0.918579	0.001282
1.334839	0.918579	0.001923
1.350098	0.931396	0.001587
1.364746	0.950928	0.001282
1.380005	0.982666	0.000977
1.395264	0.957031	0.000977
1.409912	0.988770	0.001923
1.425171	0.995483	-0.001282
1.439819	0.995483	0.000336
1.455078	1.020508	0.000977
1.469727	1.014404	0.001923
1.484985	1.027222	0.000641
1.500244	1.040039	0.000000
1.514893	1.065674	0.001587
1.530151	1.065674	0.000641
1.544800	1.135254	0.002228
1.560059	1.077881	0.002563
1.574707	1.097412	0.001282
1.589966	1.097412	0.000641
1.605225	1.123047	0.000977
1.619873	1.141968	0.000336
1.635132	1.141968	0.001282
1.649780	1.192627	0.000641
1.665039	1.199341	0.000000
1.680298	1.167603	-0.000305
1.694946	1.231079	0.003510
1.710205	1.231079	0.001282
1.724854	1.243896	0.000000
1.740112	1.218262	0.000977
1.754761	1.250000	0.003845
1.770020	1.250000	0.001282
1.785278	1.269531	0.001282
1.799927	1.288452	0.002563
1.815186	1.307373	0.001282
1.829834	1.326904	0.000641
1.845093	1.320190	0.000000
1.859741	1.320190	-0.000641
1.875000	1.333008	0.002228
1.890259	1.351929	0.000000
1.904907	1.371460	-0.001282
1.920166	1.396484	0.002228
1.934814	1.396484	0.002228
1.950073	1.409302	0.000641
1.964722	1.396484	0.002228
1.979980	1.409302	0.000641
1.995239	1.409302	0.002869
2.009888	1.460571	0.001587
2.025146	1.498413	0.000000
2.039795	1.466675	0.001587
2.055054	1.473389	0.001587
2.069702	1.498413	0.002563
2.084961	1.524048	0.000977
2.100220	1.517944	0.001282
2.114868	1.498413	0.001282
2.130127	1.542969	0.000000
2.144775	1.549683	0.000977
2.160034	1.549683	0.003204
2.175293	1.542969	0.001282
2.189941	1.587524	0.001282
2.205200	1.594238	0.001282
2.219849	1.638794	0.002228
2.235107	1.625977	0.001587
2.249756	1.651611	0.000641
2.265015	1.651611	0.001587
2.280273	1.670532	0.001923
2.294922	1.702271	0.000977
2.310181	1.689453	0.001282
2.324829	1.689453	0.001587
2.340088	1.677246	0.000641
2.354736	1.715088	0.000977
2.369995	1.759644	0.001587
2.385254	1.759644	0.002563
2.399902	1.759644	0.000641
2.415161	1.772461	0.000977
2.429810	1.759644	0.002228
2.445068	1.779175	0.001282
2.459717	1.772461	0.001587
2.474976	1.817017	0.000977
2.490234	1.836548	0.000000
2.504883	1.804199	0.001282
2.520142	1.848755	0.002228
2.534790	1.855469	0.000000
2.550049	1.848755	0.000641
2.564697	1.874390	0.001923
2.579956	1.868286	0.000977
2.595215	1.906128	0.001587
2.609863	1.925659	0.000641
2.625122	1.925659	0.001923
2.639771	1.944580	0.001282
2.655029	1.957397	0.000336
2.670288	1.976318	0.000641
2.684937	1.970215	0.001282
